Criterion ID,Parent ID,Category
670,288,/Business & Industrial/Chemicals Industry/Agrochemicals
671,288,/Business & Industrial/Chemicals Industry/Cleaning Agents
672,288,/Business & Industrial/Chemicals Industry/Coatings & Adhesives
673,288,/Business & Industrial/Chemicals Industry/Dyes & Pigments
674,288,/Business & Industrial/Chemicals Industry/Plastics & Polymers
48,12,/Business & Industrial/Construction & Maintenance
650,48,/Business & Industrial/Construction & Maintenance/Building Materials & Supplies
829,650,"/Business & Industrial/Construction & Maintenance/Building Materials & Supplies/Nails, Screws & Fasteners"
830,650,/Business & Industrial/Construction & Maintenance/Building Materials & Supplies/Plumbing Fixtures & Equipment
831,650,/Business & Industrial/Construction & Maintenance/Building Materials & Supplies/Wood & Plastics
651,48,/Business & Industrial/Construction & Maintenance/Civil Engineering
652,48,/Business & Industrial/Construction & Maintenance/Construction Consulting & Contracting
686,48,/Business & Industrial/Construction & Maintenance/Urban & Regional Planning
233,12,/Business & Industrial/Energy & Utilities
658,233,/Business & Industrial/Energy & Utilities/Electricity
954,233,/Business & Industrial/Energy & Utilities/Nuclear Energy
659,233,/Business & Industrial/Energy & Utilities/Oil & Gas
657,233,/Business & Industrial/Energy & Utilities/Renewable & Alternative Energy
1424,657,/Business & Industrial/Energy & Utilities/Renewable & Alternative Energy/Hydropower
1422,657,/Business & Industrial/Energy & Utilities/Renewable & Alternative Energy/Solar Power
1423,657,/Business & Industrial/Energy & Utilities/Renewable & Alternative Energy/Wind Power
660,233,/Business & Industrial/Energy & Utilities/Waste Management
1307,660,/Business & Industrial/Energy & Utilities/Waste Management/Recycling
1349,233,/Business & Industrial/Energy & Utilities/Water Supply & Treatment
955,12,/Business & Industrial/Hospitality Industry
956,955,/Business & Industrial/Hospitality Industry/Event Planning
957,955,/Business & Industrial/Hospitality Industry/Food Service
816,957,/Business & Industrial/Hospitality Industry/Food Service/Restaurant Supply
287,12,/Business & Industrial/Industrial Materials & Equipment
1152,287,/Business & Industrial/Industrial Materials & Equipment/Fluid Handling
839,1152,/Business & Industrial/Industrial Materials & Equipment/Fluid Handling/Valves Hoses & Fittings
835,287,/Business & Industrial/Industrial Materials & Equipment/Generators
837,287,/Business & Industrial/Industrial Materials & Equipment/Heavy Machinery
1869,287,/Business & Industrial/Industrial Materials & Equipment/Industrial Handling & Processing Equipment
1881,287,/Business & Industrial/Industrial Materials & Equipment/Industrial Measurement & Control Equipment
1862,287,/Business & Industrial/Industrial Materials & Equipment/Work Safety Protective Gear
49,12,/Business & Industrial/Manufacturing
661,49,/Business & Industrial/Manufacturing/Factory Automation
606,12,/Business & Industrial/Metals & Mining
1425,606,/Business & Industrial/Metals & Mining/Precious Metals
255,12,/Business & Industrial/Pharmaceuticals & Biotech
1176,12,/Business & Industrial/Printing & Publishing
332,1176,/Business & Industrial/Printing & Publishing/Document & Printing Services
1375,332,/Business & Industrial/Printing & Publishing/Document & Printing Services/Business Cards & Stationery
1199,12,/Business & Industrial/Professional & Trade Associations
841,12,/Business & Industrial/Retail Trade
844,841,/Business & Industrial/Retail Trade/Retail Equipment & Technology
50,12,/Business & Industrial/Shipping & Logistics
289,50,/Business & Industrial/Shipping & Logistics/Freight Transport
1893,289,/Business & Industrial/Shipping & Logistics/Freight Transport/Air Freight
665,289,/Business & Industrial/Shipping & Logistics/Freight Transport/Maritime Transport
666,289,/Business & Industrial/Shipping & Logistics/Freight Transport/Rail Freight
1894,289,/Business & Industrial/Shipping & Logistics/Freight Transport/Trucking
354,50,/Business & Industrial/Shipping & Logistics/Import & Export
1150,50,/Business & Industrial/Shipping & Logistics/Mail & Package Delivery
663,1150,"/Business & Industrial/Shipping & Logistics/Mail & Package Delivery/Couriers, Messengers & Home Delivery Services"
291,50,/Business & Industrial/Shipping & Logistics/Moving & Relocation
290,50,/Business & Industrial/Shipping & Logistics/Packaging
1347,50,/Business & Industrial/Shipping & Logistics/Self Storage
551,12,/Business & Industrial/Small Business
1200,551,/Business & Industrial/Small Business/Business Formation
727,551,/Business & Industrial/Small Business/Home Office
552,551,/Business & Industrial/Small Business/MLM & Business Opportunities
566,12,/Business & Industrial/Textiles & Nonwovens
5,0,/Computers & Electronics
1300,5,/Computers & Electronics/CAD & CAM
30,5,/Computers & Electronics/Computer Hardware
717,30,/Computers & Electronics/Computer Hardware/Computer Components
741,717,/Computers & Electronics/Computer Hardware/Computer Components/Chips & Processors
226,717,/Computers & Electronics/Computer Hardware/Computer Components/Computer Memory
740,717,/Computers & Electronics/Computer Hardware/Computer Components/Sound & Video Cards
496,30,/Computers & Electronics/Computer Hardware/Computer Drives & Storage
1321,496,/Computers & Electronics/Computer Hardware/Computer Drives & Storage/CD & DVD Drives & Burners
1322,496,/Computers & Electronics/Computer Hardware/Computer Drives & Storage/CD & DVD Storage Media
1323,496,/Computers & Electronics/Computer Hardware/Computer Drives & Storage/Data Backup & Recovery
1318,496,/Computers & Electronics/Computer Hardware/Computer Drives & Storage/Flash Drives & Memory Cards
1320,496,/Computers & Electronics/Computer Hardware/Computer Drives & Storage/Hard Drives
1319,496,/Computers & Electronics/Computer Hardware/Computer Drives & Storage/Memory Card Readers
729,496,/Computers & Electronics/Computer Hardware/Computer Drives & Storage/Network Storage
312,30,/Computers & Electronics/Computer Hardware/Computer Peripherals
487,312,/Computers & Electronics/Computer Hardware/Computer Peripherals/Computer Monitors & Displays
493,312,/Computers & Electronics/Computer Hardware/Computer Peripherals/Input Devices
1330,312,"/Computers & Electronics/Computer Hardware/Computer Peripherals/Printers, Copiers & Fax Machines"
1785,1330,"/Computers & Electronics/Computer Hardware/Computer Peripherals/Printers, Copiers & Fax Machines/3D Printers & Scanners"
1331,1330,"/Computers & Electronics/Computer Hardware/Computer Peripherals/Printers, Copiers & Fax Machines/Copiers"
1332,1330,"/Computers & Electronics/Computer Hardware/Computer Peripherals/Printers, Copiers & Fax Machines/Fax Machines"
1333,1330,"/Computers & Electronics/Computer Hardware/Computer Peripherals/Printers, Copiers & Fax Machines/Ink & Toner"
494,1330,"/Computers & Electronics/Computer Hardware/Computer Peripherals/Printers, Copiers & Fax Machines/Printers"
495,1330,"/Computers & Electronics/Computer Hardware/Computer Peripherals/Printers, Copiers & Fax Machines/Scanners"
728,30,/Computers & Electronics/Computer Hardware/Computer Servers
309,30,/Computers & Electronics/Computer Hardware/Desktop Computers
739,30,/Computers & Electronics/Computer Hardware/Hardware Modding & Tuning
310,30,/Computers & Electronics/Computer Hardware/Laptops & Notebooks
314,5,/Computers & Electronics/Computer Security
315,314,/Computers & Electronics/Computer Security/Antivirus & Malware
344,314,/Computers & Electronics/Computer Security/Network Security
78,5,/Computers & Electronics/Consumer Electronics
361,78,/Computers & Electronics/Consumer Electronics/Audio Equipment
1396,361,/Computers & Electronics/Consumer Electronics/Audio Equipment/Headphones
1158,361,/Computers & Electronics/Consumer Electronics/Audio Equipment/Speakers
91,361,/Computers & Electronics/Consumer Electronics/Audio Equipment/Stereo Systems & Components
573,78,/Computers & Electronics/Consumer Electronics/Camera & Photo Equipment
1384,573,"/Computers & Electronics/Consumer Electronics/Camera & Photo Equipment/Binoculars, Telescopes & Optical Devices"
306,573,/Computers & Electronics/Consumer Electronics/Camera & Photo Equipment/Cameras & Camcorders
308,306,/Computers & Electronics/Consumer Electronics/Camera & Photo Equipment/Cameras & Camcorders/Camcorders
1786,308,/Computers & Electronics/Consumer Electronics/Camera & Photo Equipment/Cameras & Camcorders/Camcorders/Body Mounted & Action Cameras
1383,306,/Computers & Electronics/Consumer Electronics/Camera & Photo Equipment/Cameras & Camcorders/Camera Lenses
307,306,/Computers & Electronics/Consumer Electronics/Camera & Photo Equipment/Cameras & Camcorders/Cameras
1718,307,/Computers & Electronics/Consumer Electronics/Camera & Photo Equipment/Cameras & Camcorders/Cameras/Digital SLR Cameras
1188,78,/Computers & Electronics/Consumer Electronics/Car Electronics
230,1188,/Computers & Electronics/Consumer Electronics/Car Electronics/Car Audio
1189,1188,/Computers & Electronics/Consumer Electronics/Car Electronics/Car Video
1787,78,/Computers & Electronics/Consumer Electronics/Drones & RC Aircraft
1192,78,/Computers & Electronics/Consumer Electronics/Electronic Accessories
794,78,/Computers & Electronics/Consumer Electronics/GPS & Navigation
362,78,/Computers & Electronics/Consumer Electronics/Gadgets & Portable Electronics
1324,362,/Computers & Electronics/Consumer Electronics/Gadgets & Portable Electronics/E-Book Readers
227,362,/Computers & Electronics/Consumer Electronics/Gadgets & Portable Electronics/MP3 & Portable Media Players
228,362,/Computers & Electronics/Consumer Electronics/Gadgets & Portable Electronics/PDAs & Handhelds
1277,362,/Computers & Electronics/Consumer Electronics/Gadgets & Portable Electronics/Tablet PCs
1788,362,/Computers & Electronics/Consumer Electronics/Gadgets & Portable Electronics/Wearable Technology
1802,1788,/Computers & Electronics/Consumer Electronics/Gadgets & Portable Electronics/Wearable Technology/Smart Watches
899,78,/Computers & Electronics/Consumer Electronics/Game Systems & Consoles
1046,899,/Computers & Electronics/Consumer Electronics/Game Systems & Consoles/Handheld Game Consoles
1043,899,/Computers & Electronics/Consumer Electronics/Game Systems & Consoles/Nintendo
1044,899,/Computers & Electronics/Consumer Electronics/Game Systems & Consoles/Sony PlayStation
1045,899,/Computers & Electronics/Consumer Electronics/Game Systems & Consoles/Xbox
1789,78,/Computers & Electronics/Consumer Electronics/Home Automation
1790,78,/Computers & Electronics/Consumer Electronics/Media Streaming Devices
229,78,/Computers & Electronics/Consumer Electronics/TV & Video Equipment
1393,229,/Computers & Electronics/Consumer Electronics/TV & Video Equipment/DVRs & Set-Top Boxes
1157,229,/Computers & Electronics/Consumer Electronics/TV & Video Equipment/Home Theater Systems
1334,229,/Computers & Electronics/Consumer Electronics/TV & Video Equipment/Projectors & Screens
305,229,/Computers & Electronics/Consumer Electronics/TV & Video Equipment/Televisions
1354,305,/Computers & Electronics/Consumer Electronics/TV & Video Equipment/Televisions/HDTVs
1356,305,/Computers & Electronics/Consumer Electronics/TV & Video Equipment/Televisions/LCD TVs
1355,305,/Computers & Electronics/Consumer Electronics/TV & Video Equipment/Televisions/Plasma TVs
1357,305,/Computers & Electronics/Consumer Electronics/TV & Video Equipment/Televisions/Projection TVs
492,229,/Computers & Electronics/Consumer Electronics/TV & Video Equipment/Video Players & Recorders
1394,492,/Computers & Electronics/Consumer Electronics/TV & Video Equipment/Video Players & Recorders/Blu-Ray Players & Recorders
1395,492,/Computers & Electronics/Consumer Electronics/TV & Video Equipment/Video Players & Recorders/DVD Players & Recorders
1791,78,/Computers & Electronics/Consumer Electronics/Virtual Reality Devices
434,5,/Computers & Electronics/Electronics & Electrical
900,434,/Computers & Electronics/Electronics & Electrical/Data Sheets & Electronics Reference
746,434,/Computers & Electronics/Electronics & Electrical/Electrical Test & Measurement
743,434,/Computers & Electronics/Electronics & Electrical/Electromechanical Devices
742,434,/Computers & Electronics/Electronics & Electrical/Electronic Components
744,434,/Computers & Electronics/Electronics & Electrical/Optoelectronics & Fiber
745,434,/Computers & Electronics/Electronics & Electrical/Power Supplies
77,5,/Computers & Electronics/Enterprise Technology
341,77,/Computers & Electronics/Enterprise Technology/Customer Relationship Management (CRM)
343,77,/Computers & Electronics/Enterprise Technology/Data Management
342,77,/Computers & Electronics/Enterprise Technology/Enterprise Resource Planning (ERP)
1761,77,/Computers & Electronics/Enterprise Technology/Helpdesk & Customer Support Systems
311,5,/Computers & Electronics/Networking
488,311,/Computers & Electronics/Networking/Data Formats & Protocols
1298,311,/Computers & Electronics/Networking/Distributed & Cloud Computing
347,311,/Computers & Electronics/Networking/Network Monitoring & Management
346,311,/Computers & Electronics/Networking/Networking Equipment
1279,311,/Computers & Electronics/Networking/VPN & Remote Access
31,5,/Computers & Electronics/Programming
731,31,/Computers & Electronics/Programming/C & C++
730,31,/Computers & Electronics/Programming/Development Tools
732,31,/Computers & Electronics/Programming/Java (Programming Language)
733,31,/Computers & Electronics/Programming/Scripting Languages
734,31,/Computers & Electronics/Programming/Windows & .NET
32,5,/Computers & Electronics/Software
498,32,/Computers & Electronics/Software/Business & Productivity Software
1341,498,/Computers & Electronics/Software/Business & Productivity Software/Accounting & Financial Software
1358,498,/Computers & Electronics/Software/Business & Productivity Software/Calendar & Scheduling Software
1760,498,/Computers & Electronics/Software/Business & Productivity Software/Collaboration & Conferencing Software
1346,498,/Computers & Electronics/Software/Business & Productivity Software/Presentation Software
1359,498,/Computers & Electronics/Software/Business & Productivity Software/Project Management Software
1344,498,/Computers & Electronics/Software/Business & Productivity Software/Spreadsheet Software
1345,498,/Computers & Electronics/Software/Business & Productivity Software/Word Processing Software
225,32,/Computers & Electronics/Software/Device Drivers
804,32,/Computers & Electronics/Software/Educational Software
901,32,/Computers & Electronics/Software/Freeware & Shareware
1793,32,/Computers & Electronics/Software/Intelligent Personal Assistants
807,32,/Computers & Electronics/Software/Internet Software
808,807,/Computers & Electronics/Software/Internet Software/Content Management
1500,807,/Computers & Electronics/Software/Internet Software/Download Managers
902,807,/Computers & Electronics/Software/Internet Software/Proxying & Filtering
304,807,/Computers & Electronics/Software/Internet Software/Web Browsers
1792,32,/Computers & Electronics/Software/Monitoring Software
497,32,/Computers & Electronics/Software/Multimedia Software
1089,497,/Computers & Electronics/Software/Multimedia Software/Audio & Music Software
1092,1089,/Computers & Electronics/Software/Multimedia Software/Audio & Music Software/Audio File Formats & Codecs
1088,497,/Computers & Electronics/Software/Multimedia Software/Desktop Publishing
805,1088,/Computers & Electronics/Software/Multimedia Software/Desktop Publishing/Fonts
486,497,/Computers & Electronics/Software/Multimedia Software/Graphics & Animation Software
1090,497,/Computers & Electronics/Software/Multimedia Software/Media Players
577,497,/Computers & Electronics/Software/Multimedia Software/Photo & Video Software
1739,577,/Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Photo Software
1740,577,/Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Video Software
1315,1740,/Computers & Electronics/Software/Multimedia Software/Photo & Video Software/Video Software/Video File Formats & Codecs
313,32,/Computers & Electronics/Software/Open Source
303,32,/Computers & Electronics/Software/Operating Systems
736,303,/Computers & Electronics/Software/Operating Systems/Linux & Unix
735,303,/Computers & Electronics/Software/Operating Systems/Mac OS
1382,303,/Computers & Electronics/Software/Operating Systems/Mobile OS
1534,1382,/Computers & Electronics/Software/Operating Systems/Mobile OS/Android OS
1533,1382,/Computers & Electronics/Software/Operating Systems/Mobile OS/Apple iOS
1535,1382,/Computers & Electronics/Software/Operating Systems/Mobile OS/BlackBerry OS
1536,1382,/Computers & Electronics/Software/Operating Systems/Mobile OS/Symbian OS
1537,1382,/Computers & Electronics/Software/Operating Systems/Mobile OS/Windows Mobile OS
737,303,/Computers & Electronics/Software/Operating Systems/Windows OS
224,32,/Computers & Electronics/Software/Software Utilities
7,0,/Finance
278,7,/Finance/Accounting & Auditing
1427,278,/Finance/Accounting & Auditing/Billing & Invoicing
1428,278,/Finance/Accounting & Auditing/Bookkeeping
1283,278,/Finance/Accounting & Auditing/Tax Preparation & Planning
37,7,/Finance/Banking
1429,37,/Finance/Banking/ATMs & Branch Locations
1430,37,/Finance/Banking/Debit & Checking Services
1432,37,/Finance/Banking/Money Transfer & Wire Services
1431,37,/Finance/Banking/Savings Accounts
279,7,/Finance/Credit & Lending
811,279,/Finance/Credit & Lending/Credit Cards
1433,279,/Finance/Credit & Lending/Credit Reporting & Monitoring
1434,279,/Finance/Credit & Lending/Debt Collection & Repossession
812,279,/Finance/Credit & Lending/Debt Management
1435,279,/Finance/Credit & Lending/Loans
466,1435,/Finance/Credit & Lending/Loans/Home Financing
1445,466,/Finance/Credit & Lending/Loans/Home Financing/Home Equity Loans & Lines of Credit
1446,466,/Finance/Credit & Lending/Loans/Home Financing/Home Refinancing
1447,466,/Finance/Credit & Lending/Loans/Home Financing/Mortgages
1436,1435,/Finance/Credit & Lending/Loans/Personal Loans
1437,1436,/Finance/Credit & Lending/Loans/Personal Loans/Short-Term Loans & Cash Advances
813,1435,/Finance/Credit & Lending/Loans/Student Loans & College Financing
1448,1435,/Finance/Credit & Lending/Loans/Vehicle Financing
468,1448,/Finance/Credit & Lending/Loans/Vehicle Financing/Auto Financing
1820,468,/Finance/Credit & Lending/Loans/Vehicle Financing/Auto Financing/Auto Leasing
903,7,/Finance/Financial Planning & Management
1439,903,/Finance/Financial Planning & Management/Asset & Portfolio Management
1438,903,/Finance/Financial Planning & Management/Inheritance & Estate Planning
619,903,/Finance/Financial Planning & Management/Retirement & Pension
1282,7,"/Finance/Grants, Scholarships & Financial Aid"
1440,1282,"/Finance/Grants, Scholarships & Financial Aid/Government Grants"
1441,1282,"/Finance/Grants, Scholarships & Financial Aid/Study Grants & Scholarships"
38,7,/Finance/Insurance
249,38,/Finance/Insurance/Health Insurance
465,38,/Finance/Insurance/Home Insurance
1442,38,/Finance/Insurance/Life Insurance
1443,38,/Finance/Insurance/Travel Insurance
1444,38,/Finance/Insurance/Vehicle Insurance
467,1444,/Finance/Insurance/Vehicle Insurance/Auto Insurance
107,7,/Finance/Investing
1449,107,/Finance/Investing/Brokerages & Day Trading
904,107,/Finance/Investing/Commodities & Futures Trading
814,107,/Finance/Investing/Currencies & Foreign Exchange
1795,814,/Finance/Investing/Currencies & Foreign Exchange/Digital Currencies
1450,107,/Finance/Investing/Derivatives
1451,107,/Finance/Investing/Funds
1452,1451,/Finance/Investing/Funds/Exchange Traded Funds
1453,1451,/Finance/Investing/Funds/Hedge Funds
1454,1451,/Finance/Investing/Funds/Mutual Funds
1455,107,/Finance/Investing/Real Estate Investment Trusts
1456,107,/Finance/Investing/Socially Responsible Investing
1457,107,/Finance/Investing/Stocks & Bonds
1458,1457,/Finance/Investing/Stocks & Bonds/Bonds
1459,1457,/Finance/Investing/Stocks & Bonds/Exchanges
71,0,/Food & Drink
560,71,/Food & Drink/Beverages
1509,560,/Food & Drink/Beverages/Bottled Water
916,560,/Food & Drink/Beverages/Coffee & Tea
1527,916,/Food & Drink/Beverages/Coffee & Tea/Coffee
1528,916,/Food & Drink/Beverages/Coffee & Tea/Tea
1880,560,/Food & Drink/Beverages/Energy Drinks
1510,560,/Food & Drink/Beverages/Juice
1877,560,/Food & Drink/Beverages/Nutrition Drinks & Shakes
1511,560,/Food & Drink/Beverages/Soft Drinks
1879,560,/Food & Drink/Beverages/Sports Drinks
122,71,/Food & Drink/Cooking & Recipes
1525,122,/Food & Drink/Cooking & Recipes/BBQ & Grilling
911,122,/Food & Drink/Cooking & Recipes/Cuisines
912,911,/Food & Drink/Cooking & Recipes/Cuisines/East Asian Cuisine
1551,912,/Food & Drink/Cooking & Recipes/Cuisines/East Asian Cuisine/Chinese Cuisine
1552,912,/Food & Drink/Cooking & Recipes/Cuisines/East Asian Cuisine/Japanese Cuisine
1554,912,/Food & Drink/Cooking & Recipes/Cuisines/East Asian Cuisine/Korean Cuisine
1563,911,/Food & Drink/Cooking & Recipes/Cuisines/Eastern European Cuisine
1556,911,/Food & Drink/Cooking & Recipes/Cuisines/French Cuisine
1564,911,/Food & Drink/Cooking & Recipes/Cuisines/German Cuisine
913,911,/Food & Drink/Cooking & Recipes/Cuisines/Latin American Cuisine
1566,913,/Food & Drink/Cooking & Recipes/Cuisines/Latin American Cuisine/Caribbean Cuisine
1560,913,/Food & Drink/Cooking & Recipes/Cuisines/Latin American Cuisine/Mexican Cuisine
1565,913,/Food & Drink/Cooking & Recipes/Cuisines/Latin American Cuisine/South American Cuisine
914,911,/Food & Drink/Cooking & Recipes/Cuisines/Mediterranean Cuisine
1558,914,/Food & Drink/Cooking & Recipes/Cuisines/Mediterranean Cuisine/Greek Cuisine
1557,914,/Food & Drink/Cooking & Recipes/Cuisines/Mediterranean Cuisine/Italian Cuisine
1559,914,/Food & Drink/Cooking & Recipes/Cuisines/Mediterranean Cuisine/Spanish Cuisine
1532,911,/Food & Drink/Cooking & Recipes/Cuisines/Middle Eastern Cuisine
915,911,/Food & Drink/Cooking & Recipes/Cuisines/North American Cuisine
1567,911,/Food & Drink/Cooking & Recipes/Cuisines/South Asian Cuisine
1553,1567,/Food & Drink/Cooking & Recipes/Cuisines/South Asian Cuisine/Indian Cuisine
1568,911,/Food & Drink/Cooking & Recipes/Cuisines/Southeast Asian Cuisine
1555,1568,/Food & Drink/Cooking & Recipes/Cuisines/Southeast Asian Cuisine/Thai Cuisine
1569,1568,/Food & Drink/Cooking & Recipes/Cuisines/Southeast Asian Cuisine/Vietnamese Cuisine
825,911,/Food & Drink/Cooking & Recipes/Cuisines/Vegetarian Cuisine
1830,825,/Food & Drink/Cooking & Recipes/Cuisines/Vegetarian Cuisine/Vegan Cuisine
297,122,/Food & Drink/Cooking & Recipes/Culinary Training
1526,122,/Food & Drink/Cooking & Recipes/Desserts
1826,1526,/Food & Drink/Cooking & Recipes/Desserts/Ice Cream & Frozen Desserts
1501,122,/Food & Drink/Cooking & Recipes/Healthy Eating
1529,122,/Food & Drink/Cooking & Recipes/Salads
910,122,/Food & Drink/Cooking & Recipes/Soups & Stews
1512,71,/Food & Drink/Food
1523,71,/Food & Drink/Food & Grocery Delivery
1796,1523,/Food & Drink/Food & Grocery Delivery/Grocery Delivery Services
1884,1523,/Food & Drink/Food & Grocery Delivery/Meal Kits
1797,1523,/Food & Drink/Food & Grocery Delivery/Restaurant Delivery Services
121,71,/Food & Drink/Food & Grocery Retailers
1573,121,/Food & Drink/Food & Grocery Retailers/Bakeries
1574,121,/Food & Drink/Food & Grocery Retailers/Butchers
1575,121,/Food & Drink/Food & Grocery Retailers/Convenience Stores
1576,121,/Food & Drink/Food & Grocery Retailers/Delicatessens
1577,121,/Food & Drink/Food & Grocery Retailers/Farmers' Markets
907,1512,/Food & Drink/Food/Baked Goods
1513,1512,/Food & Drink/Food/Breakfast Foods
906,1512,/Food & Drink/Food/Candy & Sweets
1538,1512,/Food & Drink/Food/Condiments & Dressings
1539,1512,/Food & Drink/Food/Cooking Fats & Oils
1514,1512,/Food & Drink/Food/Dairy & Eggs
1540,1514,/Food & Drink/Food/Dairy & Eggs/Cheese
908,1512,/Food & Drink/Food/Fruits & Vegetables
1541,1512,/Food & Drink/Food/Gourmet & Specialty Foods
1515,1512,/Food & Drink/Food/Grains & Pasta
1516,1512,/Food & Drink/Food/Herbs & Spices
1542,1512,"/Food & Drink/Food/Jams, Jellies & Preserves"
909,1512,/Food & Drink/Food/Meat & Seafood
1543,909,/Food & Drink/Food/Meat & Seafood/Beef
1544,909,/Food & Drink/Food/Meat & Seafood/Fish & Seafood
1545,909,/Food & Drink/Food/Meat & Seafood/Pork
1546,909,/Food & Drink/Food/Meat & Seafood/Poultry
1517,1512,/Food & Drink/Food/Organic & Natural Foods
1518,1512,/Food & Drink/Food/Snack Foods
276,71,/Food & Drink/Restaurants
1524,276,/Food & Drink/Restaurants/Catering
918,276,/Food & Drink/Restaurants/Fast Food
1562,918,/Food & Drink/Restaurants/Fast Food/Burgers
1561,276,/Food & Drink/Restaurants/Fine Dining
1550,276,/Food & Drink/Restaurants/Pizzerias
917,276,/Food & Drink/Restaurants/Restaurant Reviews & Reservations
8,0,/Games
919,8,/Games/Arcade & Coin-Op Games
920,8,/Games/Board Games
921,920,/Games/Board Games/Chess & Abstract Strategy Games
922,920,/Games/Board Games/Miniatures & Wargaming
39,8,/Games/Card Games
923,39,/Games/Card Games/Collectible Card Games
41,8,/Games/Computer & Video Games
1311,41,/Games/Computer & Video Games/Action & Platform Games
925,41,/Games/Computer & Video Games/Adventure Games
105,41,/Games/Computer & Video Games/Browser Games
926,41,/Games/Computer & Video Games/Casual Games
1798,41,/Games/Computer & Video Games/Competitive Video Gaming
927,41,/Games/Computer & Video Games/Driving & Racing Games
928,41,/Games/Computer & Video Games/Fighting Games
1343,41,/Games/Computer & Video Games/Gaming Reference & Reviews
381,1343,/Games/Computer & Video Games/Gaming Reference & Reviews/Video Game Cheats & Hints
1859,1343,/Games/Computer & Video Games/Gaming Reference & Reviews/Video Game Playthroughs
935,41,/Games/Computer & Video Games/Massively Multiplayer Games
929,41,/Games/Computer & Video Games/Music & Dance Games
1799,41,/Games/Computer & Video Games/Sandbox Games
930,41,/Games/Computer & Video Games/Shooter Games
931,41,/Games/Computer & Video Games/Simulation Games
1497,931,/Games/Computer & Video Games/Simulation Games/Business & Tycoon Games
1496,931,/Games/Computer & Video Games/Simulation Games/City Building Games
1498,931,/Games/Computer & Video Games/Simulation Games/Life Simulation Games
1495,931,/Games/Computer & Video Games/Simulation Games/Vehicle Simulators
932,41,/Games/Computer & Video Games/Sports Games
1499,932,/Games/Computer & Video Games/Sports Games/Sports Management Games
933,41,/Games/Computer & Video Games/Strategy Games
1491,41,/Games/Computer & Video Games/Video Game Development
1342,41,/Games/Computer & Video Games/Video Game Emulation
1828,41,/Games/Computer & Video Games/Video Game Mods & Add-Ons
1146,41,/Games/Computer & Video Games/Video Game Retailers
1492,8,/Games/Dice Games
1493,8,/Games/Educational Games
1290,8,/Games/Family-Oriented Games & Activities
1397,1290,/Games/Family-Oriented Games & Activities/Drawing & Coloring
1173,1290,/Games/Family-Oriented Games & Activities/Dress-Up & Fashion Games
936,8,/Games/Party Games
937,8,/Games/Puzzles & Brainteasers
622,8,/Games/Roleplaying Games
938,8,/Games/Table Games
939,938,/Games/Table Games/Billiards
940,938,/Games/Table Games/Table Tennis
1549,8,/Games/Tile Games
1494,8,/Games/Word Games
45,0,/Health
623,45,/Health/Aging & Geriatrics
624,623,/Health/Aging & Geriatrics/Alzheimer's Disease
499,45,/Health/Alternative & Natural Medicine
1239,499,/Health/Alternative & Natural Medicine/Acupuncture & Chinese Medicine
1238,499,/Health/Alternative & Natural Medicine/Cleansing & Detoxification
419,45,/Health/Health Conditions
625,419,/Health/Health Conditions/AIDS & HIV
626,419,/Health/Health Conditions/Allergies
628,419,/Health/Health Conditions/Arthritis
630,419,/Health/Health Conditions/Blood Sugar & Diabetes
429,419,/Health/Health Conditions/Cancer
629,419,/Health/Health Conditions/Cold & Flu
1211,419,/Health/Health Conditions/Ear Nose & Throat
571,419,/Health/Health Conditions/Eating Disorders
1328,419,/Health/Health Conditions/Endocrine Conditions
1329,1328,/Health/Health Conditions/Endocrine Conditions/Thyroid Conditions
638,419,/Health/Health Conditions/GERD & Digestive Disorders
941,419,/Health/Health Conditions/Genetic Disorders
559,419,/Health/Health Conditions/Heart & Hypertension
643,559,/Health/Health Conditions/Heart & Hypertension/Cholesterol Issues
632,419,/Health/Health Conditions/Infectious Diseases
1262,632,/Health/Health Conditions/Infectious Diseases/Parasites & Parasitic Diseases
1263,632,/Health/Health Conditions/Infectious Diseases/Vaccines & Immunizations
817,419,/Health/Health Conditions/Injury
942,419,/Health/Health Conditions/Neurological Conditions
641,942,/Health/Health Conditions/Neurological Conditions/Learning & Developmental Disabilities
642,641,/Health/Health Conditions/Neurological Conditions/Learning & Developmental Disabilities/ADD & ADHD
1856,641,/Health/Health Conditions/Neurological Conditions/Learning & Developmental Disabilities/Autism Spectrum Disorders
818,419,/Health/Health Conditions/Obesity
819,419,/Health/Health Conditions/Pain Management
631,819,/Health/Health Conditions/Pain Management/Headaches & Migraines
824,419,/Health/Health Conditions/Respiratory Conditions
627,824,/Health/Health Conditions/Respiratory Conditions/Asthma
420,419,/Health/Health Conditions/Skin Conditions
633,419,/Health/Health Conditions/Sleep Disorders
254,45,/Health/Health Education & Medical Training
252,45,/Health/Health Foundations & Medical Research
251,45,/Health/Medical Devices & Equipment
1352,251,/Health/Medical Devices & Equipment/Assistive Technology
1353,1352,/Health/Medical Devices & Equipment/Assistive Technology/Mobility Equipment & Accessories
256,45,/Health/Medical Facilities & Services
634,256,/Health/Medical Facilities & Services/Doctors' Offices
250,256,/Health/Medical Facilities & Services/Hospitals & Treatment Centers
635,256,/Health/Medical Facilities & Services/Medical Procedures
